place_id,name_x,address,city,state,zip,lat,lng,open_now,goog_price_level,goog_rating,goog_rating_count,type_of_place,phone_formatted,phone,site,distance,trip_time,goog_sent_pos,goog_sent_neu,goog_sent_neg,goog_sent_comp,goog_rev_avgrating,yelp_id,name_y,yelp_price_level,yelp_rating,yelp_rating_count,yelp_sent_pos,yelp_sent_neu,yelp_sent_neg,yelp_sent_comp,yelp_rev_avgrating,pred,goog_peoplesay,yelp_peoplesay
ChIJ42ZuLBC7woAR7JEXZcZn8qk,Shunji Japanese Cuisine,12244 W Pico Blvd,Los Angeles,CA,90064,34.0284208,-118.4517562,False,4.0,4.7,139,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 826-4737,+13108264737,http://www.shunji-ns.com/,8358,983,0.24580000000000002,0.7478,0.0064,0.79306,4.8,OpHC3mrACr17p4IfyDVAyw,Shunji Japanese Cuisine,4.0,4.0,317.0,0.10533333333333333,0.854,0.04066666666666666,0.25076666666666664,3.6666666666666665,2,Meh.,Meh.
ChIJ-aINs2m7woARy8lcLOmL5mY,Tokyo Fast Food,11921 Santa Monica Blvd,Los Angeles,CA,90025,34.0418506,-118.4610863,False,1.0,4.6,111,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 478-3603,+13104783603,,14207,1045,0.29300000000000004,0.7070000000000001,0.0,0.7347199999999999,4.4,ad6240YOfd8wsYWbarGD5A,Tokyo Fast Food,1.0,4.0,234.0,0.27466666666666667,0.6856666666666666,0.03966666666666666,0.4575,4.666666666666667,0,Meh.,Meh.
ChIJIWzYK0u5woARYUiTyHqbM1U,Matsumoto,8385 Beverly Blvd,Los Angeles,CA,90048,34.0763384,-118.3727269,False,2.0,4.7,37,"['establishment', 'food', 'point_of_interest', 'restaurant']",(323) 653-0470,+13236530470,http://www.matsumoto-restaurant.com/,20576,1651,0.3774,0.5976000000000001,0.025,0.9175599999999999,5.0,0JyCFdMTvuj54i-RUuV5XA,Matsumoto,4.0,4.5,109.0,0.17300000000000001,0.7723333333333334,0.05466666666666666,0.41733333333333333,3.6666666666666665,1,Yay!,Meh.
ChIJPQ2hDXu4woARR06gePKI17Q,Bento Man,1500 S Western Ave,Los Angeles,CA,90006,34.0452681,-118.3088828,False,1.0,4.4,189,"['establishment', 'food', 'point_of_interest', 'restaurant']",(323) 733-5316,+13237335316,,22945,1369,0.3832,0.5892000000000001,0.027600000000000003,0.7381800000000001,4.4,5dOPtshmBbC_3KvCQVGFZg,Bento Man,1.0,4.0,233.0,0.23666666666666666,0.695,0.06833333333333333,0.4667333333333333,3.6666666666666665,0,Meh.,Meh.
ChIJI_U5kza5woARxp0PReCkAjU,Robata JINYA,8050 W 3rd St,Los Angeles,CA,90048,34.0719336,-118.3655747,False,2.0,4.5,233,"['establishment', 'food', 'point_of_interest', 'restaurant']",(323) 653-8877,+13236538877,http://www.jinya-la.com/,20930,1627,0.3276,0.6648,0.0076,0.9214800000000001,4.6,dh_xOxlwzYeCIWHhrG8Yrw,Robata JINYA,2.0,4.0,1045.0,0.3033333333333333,0.6683333333333333,0.028333333333333335,0.7881666666666667,4.0,1,Yay!,Meh.
ChIJu1CTaJS1woARJSvPO90qzRk,Sushi Yoko,2217 Rosecrans Ave #5,Gardena,CA,90249,33.9025653,-118.3181832,False,2.0,4.8,137,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 380-6757,+13103806757,,19927,1213,0.47519999999999996,0.5248,0.0,0.8882200000000001,5.0,EeIZY3w8l-jk-6EnNWRceA,Sushi Yoko,2.0,4.5,185.0,0.2763333333333333,0.7236666666666666,0.0,0.6318333333333334,4.666666666666667,1,Yay!,Meh.
ChIJn4RzeM2wwoARtl4QSXTLrbg,KANPAI JAPANESE SUSHI BAR & GRILL,8736 S Sepulveda Blvd C,Los Angeles,CA,90045,33.9577894,-118.3958782,True,3.0,4.4,645,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 670-0533,+13106700533,http://www.kanpai-sushi.net/,4776,605,0.1526,0.8253999999999999,0.0222,0.74154,4.6,rupB_SZL6dEh3zi8ZnxM2w,Kanpai Japanese Sushi Bar & Grill 2,2.0,4.0,631.0,0.08566666666666667,0.8686666666666666,0.04566666666666667,0.19956666666666667,4.0,2,Meh.,Meh.
ChIJDd6ViR-5woAR3GM-wHwBmu4,Yuko Kitchen,5484 Wilshire Blvd,Los Angeles,CA,90036,34.0621327,-118.3482005,False,1.0,4.6,415,"['establishment', 'food', 'point_of_interest', 'restaurant']",(323) 933-4020,+13239334020,http://yukokitchen.com/,20442,1562,0.31520000000000004,0.6848,0.0,0.9493199999999999,4.6,23Qrcz2i9e2e8MstUIIO0A,Yuko Kitchen,2.0,4.5,1538.0,0.16033333333333333,0.7943333333333333,0.04533333333333334,0.4954666666666667,3.3333333333333335,1,Yay!,Meh.
ChIJfZY8IECxwoARD9KfHn_1tno,Kagura,403 Main St,El Segundo,CA,90245,33.9210263,-118.4161138,False,2.0,4.4,172,"['establishment', 'food', 'point_of_interest', 'restaurant']",(310) 333-0689,+13103330689,http://www.littletokyorestaurant.com/,8546,796,0.18680000000000002,0.7777999999999999,0.0354,0.52952,4.0,Wo9m6OKoqRY37y4NiposIA,Kagura El Segundo,2.0,4.5,300.0,0.10366666666666667,0.8356666666666667,0.06066666666666667,0.1857333333333333,3.6666666666666665,2,Meh.,Meh.
ChIJYwnvAFy6woARguL8OtvHFpg,Mitsuwa Marketplace - Santa Monica,3760 S Centinela Ave,Los Angeles,CA,90066,34.0050576,-118.4334399,True,1.0,4.6,2079,"['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'restaurant', 'store', 'supermarket']",(310) 398-2113,+13103982113,https://mitsuwa.com/sm/,5125,665,0.292,0.6966000000000001,0.0114,0.95978,4.6,IHJwLJzi2StJle7VQcb6nQ,Mitsuwa Marketplace,2.0,4.0,808.0,0.158,0.8206666666666668,0.021333333333333333,0.49776666666666664,5.0,3,Yay!,Meh.
